#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
980	197	316	50	30	chr6	51793579	51793680	-28848570	+	L3	LINE	CR1	4365	4467	-35	1
980	21	0	0	0	chr6	51796544	51796565	-28845685	+	AT_rich	Low_complexity	Low_complexity	1	21	0	1
980	740	177	188	12	chr6	51796664	51796824	-28845426	+	MER5A	DNA	MER1_type	1	188	-1	1
980	225	0	0	0	chr6	51796894	51796919	-28845331	+	(A)n	Simple_repeat	Simple_repeat	1	25	0	1
980	827	105	35	7	chr6	51797118	51797262	-28844988	+	SINEC_a1	SINE	Lys	1	148	-31	1
980	243	88	0	0	chr6	51797262	51797296	-28844954	+	(TGAA)n	Simple_repeat	Simple_repeat	4	37	0	1
980	583	177	109	6	chr6	51797296	51797316	-28844934	+	SINEC_b2	SINE	Lys	161	182	-12	1
980	23	0	0	0	chr6	51797322	51797345	-28844905	+	AT_rich	Low_complexity	Low_complexity	1	23	0	1
980	516	322	85	40	chr6	51797431	51797809	-28844441	+	MLT1J2	LTR	MaLR	22	416	-34	1
980	262	216	272	26	chr6	51798283	51798397	-28843853	-	L2	LINE	L2	0	3419	3278	1
980	937	338	49	67	chr6	51798397	51799314	-28842936	+	L2	LINE	L2	1990	2890	-424	1
980	186	376	32	49	chr6	51799560	51799683	-28842567	+	L2	LINE	L2	3242	3362	-16	1
980	559	325	95	54	chr6	51799649	51800017	-28842233	-	L2	LINE	L2	-21	3398	3016	1
980	219	321	0	0	chr6	51800010	51800063	-28842187	+	MIRm	SINE	MIR	219	271	-5	1
980	311	250	13	0	chr6	51801109	51801185	-28841065	+	MIRb	SINE	MIR	96	172	-96	1
980	1501	33	33	0	chr6	51801533	51801715	-28840535	+	SINEC_Cf	SINE	Lys	1	188	-1	1
980	383	309	75	50	chr6	51801761	51801921	-28840329	+	MIRb	SINE	MIR	17	180	-88	1
980	795	118	0	0	chr6	51802256	51802366	-28839884	-	SINEC_old	SINE	Lys	-2	110	1	1
980	356	94	0	0	chr6	51803710	51803763	-28838487	+	MER53	DNA	DNA	1	53	-140	1
980	291	315	0	0	chr6	51803769	51803858	-28838392	-	MER5A	DNA	MER1_type	-94	95	7	1
980	21	0	0	0	chr6	51804242	51804263	-28837987	+	AT_rich	Low_complexity	Low_complexity	1	21	0	1
980	1584	11	22	5	chr6	51805164	51805348	-28836902	-	SINEC_Cf	SINE	Lys	-2	187	1	1
980	1161	120	27	0	chr6	51805352	51805536	-28836714	-	SINEC_Cf	SINE	Lys	0	189	1	1
980	1277	121	34	5	chr6	51805536	51805744	-28836506	+	L1_Carn2	LINE	L1	6219	6432	-3	1
980	645	250	68	92	chr6	51805751	51806002	-28836248	+	LTR40b	LTR	ERVL	218	462	0	1
980	903	303	97	66	chr6	51806281	51806887	-28835363	-	L2	LINE	L2	0	3419	2706	1
980	194	0	39	0	chr6	51806946	51806972	-28835278	+	(TA)n	Simple_repeat	Simple_repeat	2	28	0	1
980	589	209	145	28	chr6	51806982	51807316	-28834934	-	MLT2D	LTR	ERVL	-42	514	127	1
980	3495	78	0	2	chr6	51807317	51807808	-28834442	+	L1_Canis1	LINE	L1	5914	6403	-22	1
980	423	0	0	0	chr6	51807819	51807866	-28834384	+	(TAAA)n	Simple_repeat	Simple_repeat	4	50	0	1
980	503	192	33	0	chr6	51807866	51807986	-28834264	-	MLT2B4	LTR	ERVL	-431	125	2	1
980	219	337	31	0	chr6	51808008	51808106	-28834144	+	L3	LINE	CR1	4200	4300	-202	1
980	1142	223	27	88	chr6	51808378	51808601	-28833649	-	MLT1A	LTR	MaLR	0	374	165	1
980	880	179	53	16	chr6	51808601	51808788	-28833462	-	SINEC_b2	SINE	Lys	0	194	1	1
980	1142	223	27	88	chr6	51808788	51808938	-28833312	-	MLT1A	LTR	MaLR	-210	164	24	1
980	201	324	0	0	chr6	51809566	51809589	-28832661	+	polypyrimidine	Low_complexity	Low_complexity	49	72	0	1
980	561	202	0	0	chr6	51809589	51809688	-28832562	-	SINEC_old	SINE	Lys	-12	100	2	1
980	201	324	0	0	chr6	51809688	51809732	-28832518	+	polypyrimidine	Low_complexity	Low_complexity	5	48	0	1
980	22	0	0	0	chr6	51810410	51810432	-28831818	+	AT_rich	Low_complexity	Low_complexity	1	22	0	1
980	297	355	69	44	chr6	51810547	51810706	-28831544	-	MIR3	SINE	MIR	-23	185	23	1
980	24	32	0	0	chr6	51810777	51810808	-28831442	+	AT_rich	Low_complexity	Low_complexity	1	31	0	1
980	1205	111	0	16	chr6	51812239	51812422	-28829828	+	SINEC_Cf3	SINE	Lys	1	180	0	1
980	215	270	76	16	chr6	51812432	51812521	-28829729	-	MIR	SINE	MIR	-102	174	78	1
980	22	35	0	0	chr6	51812521	51812550	-28829700	+	AT_rich	Low_complexity	Low_complexity	1	29	0	1
980	411	73	0	0	chr6	51813603	51813658	-28828592	+	(TAA)n	Simple_repeat	Simple_repeat	2	56	0	1
980	1815	186	150	5	chr6	51814619	51815040	-28827210	+	MLT1D	LTR	MaLR	24	505	0	1
980	857	192	38	16	chr6	51815263	51815448	-28826802	-	MER58A	DNA	MER1_type	-9	215	27	1
980	212	231	31	0	chr6	51816874	51816939	-28825311	+	(TA)n	Simple_repeat	Simple_repeat	1	67	0	1
980	24	32	0	0	chr6	51817077	51817108	-28825142	+	AT_rich	Low_complexity	Low_complexity	1	31	0	1
980	697	181	0	0	chr6	51817117	51817233	-28825017	+	SINEC_c1	SINE	Lys	9	124	-85	1
980	185	59	59	0	chr6	51817349	51817383	-28824867	+	(CAAA)n	Simple_repeat	Simple_repeat	1	36	0	2
980	191	147	59	0	chr6	51817414	51817448	-28824802	-	MIRb	SINE	MIR	-192	76	41	2
980	1161	131	0	11	chr6	51818618	51818796	-28823454	+	SINEC_a1	SINE	Lys	2	177	-2	2
980	22	0	0	0	chr6	51820597	51820619	-28821631	+	AT_rich	Low_complexity	Low_complexity	1	22	0	2
980	937	273	136	75	chr6	51821526	51822084	-28820166	-	MLT1H1	LTR	MaLR	-3	592	1	2
980	254	240	67	0	chr6	51823232	51823307	-28818943	-	MLT1K	LTR	MaLR	-23	568	489	2
980	210	206	13	27	chr6	51823450	51823525	-28818725	+	GA-rich	Low_complexity	Low_complexity	4	77	0	2
980	744	304	152	59	chr6	51823656	51824085	-28818165	+	HAL1	LINE	L1	1698	2167	-340	2
980	207	0	0	0	chr6	51824085	51824108	-28818142	+	(TAA)n	Simple_repeat	Simple_repeat	3	25	0	2
980	744	304	152	59	chr6	51824108	51824342	-28817908	+	HAL1	LINE	L1	2168	2423	-84	2
980	4656	126	37	6	chr6	51824705	51825496	-28816754	+	L1_Canid	LINE	L1	5636	6450	-1	2
980	238	330	133	17	chr6	51825717	51825837	-28816413	+	MIR3	SINE	MIR	6	139	-69	2
980	1249	83	47	0	chr6	51825880	51826049	-28816201	-	SINEC_a1	SINE	Lys	-2	177	1	2
980	204	125	0	0	chr6	51826326	51826358	-28815892	+	(A)n	Simple_repeat	Simple_repeat	1	32	0	2
980	230	352	6	90	chr6	51827403	51827464	-28814786	+	MER5A	DNA	MER1_type	18	74	-115	2
980	1171	123	0	34	chr6	51827464	51827650	-28814600	+	SINEC_a2	SINE	Lys	1	178	-1	2
980	230	352	6	90	chr6	51827650	51827744	-28814506	+	MER5A	DNA	MER1_type	75	160	-29	2
980	948	245	0	5	chr6	51827818	51828007	-28814243	+	MER5A	DNA	MER1_type	1	188	-1	2
980	302	162	28	42	chr6	51828169	51828240	-28814010	+	MLT1L	LTR	MaLR	9	78	-537	2
980	1561	16	39	0	chr6	51829060	51829242	-28813008	+	SINEC_Cf	SINE	Lys	1	189	0	2
980	1151	89	12	12	chr6	51830273	51830444	-28811806	+	SINEC_a2	SINE	Lys	1	171	-8	2
980	1390	44	21	32	chr6	51830520	51830708	-28811542	-	SINEC_Cf	SINE	Lys	-3	186	1	2
980	337	361	132	0	chr6	51830726	51830939	-28811311	+	MIRb	SINE	MIR	21	261	-7	2
980	1599	22	11	5	chr6	51830998	51831184	-28811066	-	SINEC_Cf	SINE	Lys	-2	187	1	2
980	1976	183	126	0	chr6	51831509	51831913	-28810337	+	MLT1D	LTR	MaLR	42	496	-9	2
980	2532	251	41	45	chr6	51831933	51832898	-28809352	+	L1ME1	LINE	L1	5170	6125	-41	2
980	1844	224	84	66	chr6	51833905	51834315	-28807935	+	MLT1D	LTR	MaLR	5	423	-82	2
980	1177	120	17	0	chr6	51834315	51834490	-28807760	+	SINEC_a2	SINE	Lys	1	178	-1	2
980	1844	224	84	66	chr6	51834490	51834567	-28807683	+	MLT1D	LTR	MaLR	424	501	-4	2
980	1011	71	118	86	chr6	51834585	51834771	-28807479	-	SINEC_b1	SINE	Lys	0	194	3	2
980	1283	106	0	11	chr6	51835162	51835343	-28806907	-	SINEC_a1	SINE	Lys	0	179	1	2
980	402	303	148	21	chr6	51835608	51835797	-28806453	-	MIR	SINE	MIR	-12	250	38	2
980	257	75	25	0	chr6	51837136	51837176	-28805074	+	(GAAA)n	Simple_repeat	Simple_repeat	3	43	0	2
980	912	284	106	66	chr6	51838411	51838608	-28803642	+	LTR40a	LTR	ERVL	1	206	-313	2
980	528	143	22	0	chr6	51838608	51838699	-28803551	+	SINEC_old	SINE	Lys	1	93	-19	2
980	912	284	106	66	chr6	51838699	51838999	-28803251	+	LTR40a	LTR	ERVL	207	518	-1	2
980	243	309	90	60	chr6	51839001	51839135	-28803115	-	MIRb	SINE	MIR	-48	220	83	2
980	1025	143	65	16	chr6	51841244	51841429	-28800821	+	SINEC_b2	SINE	Lys	1	194	0	2
980	322	267	9	87	chr6	51841658	51841737	-28800513	+	MER94	DNA	AcHobo	2	75	-59	2
980	1070	163	4	79	chr6	51841737	51841964	-28800286	-	SINEC_c2	SINE	Lys	0	212	3	2
980	322	267	9	87	chr6	51841964	51841999	-28800251	+	MER94	DNA	AcHobo	76	107	-27	2
980	1226	106	0	72	chr6	51842142	51842335	-28799915	-	SINEC_a2	SINE	Lys	0	179	1	2
980	204	295	101	54	chr6	51842593	51842722	-28799528	+	L2	LINE	L2	3244	3378	0	2
980	696	144	9	18	chr6	51844329	51844442	-28797808	+	SINEC_old	SINE	Lys	1	112	0	2
980	1143	129	0	34	chr6	51844971	51845147	-28797103	-	SINEC_a1	SINE	Lys	-9	170	1	2
980	1189	90	6	6	chr6	51845322	51845500	-28796750	+	L1_Canis1	LINE	L1	6216	6393	-32	2
980	399	83	0	0	chr6	51845500	51845560	-28796690	+	(TAAA)n	Simple_repeat	Simple_repeat	1	60	0	2
980	279	0	0	0	chr6	51847224	51847255	-28794995	+	(TTTA)n	Simple_repeat	Simple_repeat	1	31	0	2
980	816	177	17	63	chr6	51847257	51847432	-28794818	-	SINEC_c2	SINE	Lys	-39	173	7	2
980	210	295	40	40	chr6	51847558	51847657	-28794593	+	MER5B	DNA	MER1_type	1	99	-79	2
980	266	259	179	8	chr6	51849820	51849937	-28792313	+	MIRb	SINE	MIR	20	156	-112	2
980	5609	113	20	40	chr6	51849938	51851030	-28791220	+	L1_Carn3	LINE	L1	4916	5987	-450	2
980	726	137	232	18	chr6	51851030	51851194	-28791056	+	SINEC_c1	SINE	Lys	1	199	-10	2
980	5609	119	20	58	chr6	51851194	51851645	-28790605	+	L1_Carn3	LINE	L1	5988	6421	-16	2
980	293	281	146	0	chr6	51851665	51851761	-28790489	+	MIRb	SINE	MIR	145	254	-14	2
980	236	253	153	14	chr6	51852001	51852201	-28790049	-	MLT1J	LTR	MaLR	-36	475	205	2
980	329	391	9	0	chr6	51852578	51852693	-28789557	-	L3	LINE	CR1	-16	4486	4371	2
980	224	339	82	30	chr6	51853016	51853150	-28789100	-	L2	LINE	L2	-978	2336	2196	2
980	994	191	37	56	chr6	51853268	51853484	-28788766	+	SINEC_c2	SINE	Lys	1	212	0	2
980	1177	190	108	11	chr6	51854812	51855110	-28787140	+	L1MB4	LINE	L1	5726	6046	-134	2
980	5817	88	32	7	chr6	51855106	51855941	-28786309	+	L1_Canis1	LINE	L1	5570	6425	0	2
980	243	200	108	0	chr6	51855946	51856011	-28786239	+	L1MB4	LINE	L1	6035	6106	-74	2
980	1337	58	35	0	chr6	51856658	51856832	-28785418	-	SINEC_Cf3	SINE	Lys	0	180	1	2
980	1204	113	32	5	chr6	51857894	51858048	-28784202	+	SINEC_b1	SINE	Lys	3	161	-33	2
980	261	0	0	0	chr6	51858048	51858077	-28784173	+	(TC)n	Simple_repeat	Simple_repeat	2	30	0	2
980	1204	113	32	5	chr6	51858077	51858108	-28784142	+	SINEC_b1	SINE	Lys	162	193	-1	2
980	1177	331	93	79	chr6	51858232	51859586	-28782664	-	L3	LINE	CR1	-1124	3378	2006	2
980	1969	167	30	67	chr6	51859681	51860085	-28782165	-	MLT1B	LTR	MaLR	-1	389	1	2
980	292	340	30	36	chr6	51860337	51860505	-28781745	-	L2	LINE	L2	-263	3156	2990	2
980	202	298	0	0	chr6	51860554	51860611	-28781639	-	L2	LINE	L2	-541	2773	2717	2
980	1009	119	110	18	chr6	51862824	51862987	-28779263	-	SINEC_a1	SINE	Lys	-1	178	1	2
980	318	26	0	0	chr6	51863883	51863922	-28778328	+	(CA)n	Simple_repeat	Simple_repeat	2	40	0	2
980	1027	252	127	17	chr6	51864336	51864683	-28777567	+	MER110A	LTR	ERV1	84	468	0	2
980	231	342	0	0	chr6	51864775	51864864	-28777386	-	L1M5	LINE	L1	-2145	5663	5578	2
980	376	267	112	11	chr6	51865228	51865406	-28776844	-	MER117	DNA	MER1_type	0	197	2	2
980	1051	328	173	24	chr6	51866946	51867391	-28774859	+	L2	LINE	L2	1611	2122	-1192	2
980	1078	82	121	48	chr6	51867391	51867557	-28774693	+	SINEC_a1	SINE	Lys	1	178	-1	2
980	1051	344	138	33	chr6	51867557	51868594	-28773656	+	L2	LINE	L2	2123	3378	0	2
980	231	270	63	0	chr6	51868894	51868957	-28773293	-	MIR3	SINE	MIR	-54	154	88	2
980	362	326	143	30	chr6	51869087	51869457	-28772793	-	L2	LINE	L2	-4	3415	3004	2
980	1744	165	72	43	chr6	51869660	51870034	-28772216	-	MLT2B4	LTR	ERVL	-171	385	1	2
980	1139	119	5	38	chr6	51870534	51870718	-28771532	+	SINEC_Cf2	SINE	Lys	1	178	-2	2
980	34	0	0	0	chr6	51870718	51870752	-28771498	+	AT_rich	Low_complexity	Low_complexity	1	34	0	2
980	269	260	14	14	chr6	51870765	51870839	-28771411	+	MIR	SINE	MIR	118	191	-71	2
980	307	260	86	9	chr6	51871255	51871360	-28770890	+	MER110A	LTR	ERV1	333	463	-5	2
980	232	263	70	78	chr6	51871417	51871545	-28770705	+	MIRb	SINE	MIR	90	216	-52	2
980	25	0	0	0	chr6	51873482	51873507	-28768743	+	AT_rich	Low_complexity	Low_complexity	1	25	0	2
980	863	192	31	71	chr6	51875113	51875309	-28766941	+	SINEC_b1	SINE	Lys	7	194	0	2
980	443	353	19	58	chr6	51875467	51875831	-28766419	+	L1MA8	LINE	L1	4	353	-5928	2
980	13546	180	37	30	chr6	51876077	51877629	-28764621	+	L1MA8	LINE	L1	2599	4162	-2182	2
980	1221	131	11	0	chr6	51877629	51877805	-28764445	+	SINEC_a2	SINE	Lys	1	178	-1	2
980	13546	184	52	42	chr6	51877805	51879813	-28762437	+	L1MA8	LINE	L1	4163	6203	-292	2
980	843	99	152	79	chr6	51879813	51879978	-28762272	+	SINEC_a2	SINE	Lys	1	177	-2	2
980	3024	195	89	72	chr6	51879978	51880133	-28762117	+	L1MA8	LINE	L1	6204	6360	-135	2
980	210	191	0	0	chr6	51880138	51880180	-28762070	+	T-rich	Low_complexity	Low_complexity	1	42	0	2
980	276	192	50	25	chr6	51880230	51880310	-28761940	+	L1MA9	LINE	L1	6231	6312	0	2
980	1013	81	14	0	chr6	51881201	51881349	-28760901	+	(GAAA)n	Simple_repeat	Simple_repeat	4	153	0	2
980	379	284	176	7	chr6	51882820	51882886	-28759364	-	MLT1J	LTR	MaLR	-98	413	336	2
980	189	0	0	0	chr6	51882886	51882907	-28759343	+	(G)n	Simple_repeat	Simple_repeat	1	21	0	2
980	379	284	176	7	chr6	51882907	51883113	-28759137	-	MLT1J	LTR	MaLR	-176	335	95	2
980	805	119	189	0	chr6	51883109	51883252	-28758998	-	SINEC_a1	SINE	Lys	0	179	10	2
980	2525	250	65	19	chr6	51883495	51884189	-28758061	-	MER21B	LTR	ERV1	-111	752	27	2
980	358	250	11	22	chr6	51884232	51884322	-28757928	-	MER21B	LTR	ERV1	-773	90	2	2
980	225	186	0	78	chr6	51884754	51884818	-28757432	-	MER21B	LTR	ERV1	-408	455	397	2
980	323	291	168	15	chr6	51885098	51885300	-28756950	-	MIR	SINE	MIR	-21	241	9	2
980	266	308	57	16	chr6	51885342	51885464	-28756786	-	L2	LINE	L2	-530	2784	2658	2
980	1160	232	36	53	chr6	51885662	51886021	-28756229	-	MER31A	LTR	ERV1	-121	364	12	2
980	404	62	0	45	chr6	51886028	51886062	-28756188	+	(A)n	Simple_repeat	Simple_repeat	1	33	0	2
980	261	0	0	0	chr6	51886062	51886091	-28756159	+	(TA)n	Simple_repeat	Simple_repeat	1	29	0	2
980	404	62	0	45	chr6	51886091	51886123	-28756127	+	(A)n	Simple_repeat	Simple_repeat	1	31	0	2
980	2168	184	38	34	chr6	51886577	51887050	-28755200	+	L1MC1	LINE	L1	5841	6315	-18	2
980	641	118	92	35	chr6	51887247	51887388	-28754862	+	SINEC_Cf2	SINE	Lys	28	176	-4	2
980	23	68	0	0	chr6	51887597	51887641	-28754609	+	GC_rich	Low_complexity	Low_complexity	1	44	0	2
980	228	137	0	0	chr6	51887744	51887795	-28754455	+	(CCG)n	Simple_repeat	Simple_repeat	3	53	0	2
980	845	99	40	11	chr6	51888005	51888179	-28754071	+	CT-rich	Low_complexity	Low_complexity	2	180	0	2
980	861	75	34	28	chr6	51888205	51888382	-28753868	+	(TTTC)n	Simple_repeat	Simple_repeat	2	179	0	3
980	434	101	85	37	chr6	51888390	51888464	-28753786	-	L1_Canis1	LINE	L1	0	6485	6411	3
980	433	101	85	37	chr6	51888634	51888707	-28753543	-	L1_Canis1	LINE	L1	-15	6410	6334	3
980	464	263	94	19	chr6	51888749	51888908	-28753342	-	MER5A	DNA	MER1_type	-2	187	17	3
980	441	286	33	32	chr6	51890390	51890659	-28751591	+	LTR16B	LTR	ERVL	108	450	-14	3
980	1180	97	0	97	chr6	51890877	51891072	-28751178	+	SINEC_Cf2	SINE	Lys	2	177	-3	3
980	22	0	0	0	chr6	51891077	51891099	-28751151	+	AT_rich	Low_complexity	Low_complexity	1	22	0	3
980	493	296	7	0	chr6	51892915	51893050	-28749200	+	MIRb	SINE	MIR	63	198	-70	3
980	694	221	139	17	chr6	51893050	51893280	-28748970	+	MIR	SINE	MIR	2	259	-3	3
980	907	178	0	0	chr6	51893280	51893426	-28748824	+	SINEC_c1	SINE	Lys	1	146	-63	3
980	261	0	0	0	chr6	51894039	51894068	-28748182	+	(A)n	Simple_repeat	Simple_repeat	1	29	0	3
980	180	0	0	0	chr6	51894125	51894145	-28748105	+	(ATTG)n	Simple_repeat	Simple_repeat	2	21	0	3
980	767	197	70	38	chr6	51894145	51894319	-28747931	-	SINEC_c1	SINE	Lys	-29	180	1	3
980	553	202	16	24	chr6	51895150	51895277	-28746973	+	L2	LINE	L2	3294	3419	0	3
980	282	56	0	0	chr6	51895735	51895771	-28746479	+	(TC)n	Simple_repeat	Simple_repeat	1	36	0	3
980	180	0	0	0	chr6	51895772	51895792	-28746458	+	(TTTA)n	Simple_repeat	Simple_repeat	2	21	0	3
980	1016	192	0	6	chr6	51895794	51895962	-28746288	-	SINEC_c2	SINE	Lys	-45	167	1	3
980	1459	60	22	0	chr6	51897224	51897408	-28744842	-	SINEC_Cf	SINE	Lys	-1	188	1	3
980	1701	275	44	37	chr6	51898237	51898893	-28743357	+	L2	LINE	L2	2379	3142	-277	3
980	1131	132	0	6	chr6	51901285	51901452	-28740798	+	SINEC_a1	SINE	Lys	5	170	-9	3
980	256	331	79	26	chr6	51901516	51901668	-28740582	-	L2	LINE	L2	-339	3080	2921	3
980	414	284	38	31	chr6	51901698	51901858	-28740392	+	MARNA	DNA	Mariner	412	572	-14	3
980	912	195	24	0	chr6	51902397	51902566	-28739684	-	MER5A	DNA	MER1_type	0	189	17	3
980	290	261	16	170	chr6	51902875	51903069	-28739181	+	MER5B	DNA	MER1_type	15	178	0	3
980	232	273	0	18	chr6	51904066	51904122	-28738128	-	MIRb	SINE	MIR	-136	132	78	3
980	1137	68	106	0	chr6	51904206	51904367	-28737883	+	SINEC_Cf2	SINE	Lys	1	178	-2	3
981	1036	106	119	0	chr6	51905266	51905426	-28736824	-	SINEC_a2	SINE	Lys	0	179	1	3
981	220	229	0	0	chr6	51905453	51905501	-28736749	+	T-rich	Low_complexity	Low_complexity	1	48	0	3
981	1079	119	95	11	chr6	51905501	51905680	-28736570	-	SINEC_b2	SINE	Lys	0	194	1	3
981	194	233	0	0	chr6	51905682	51905725	-28736525	+	L2	LINE	L2	3101	3143	-235	3
981	1180	106	0	37	chr6	51905725	51905912	-28736338	-	SINEC_Cf2	SINE	Lys	0	180	1	3
981	1035	94	69	0	chr6	51906245	51906404	-28735846	+	SINEC_a1	SINE	Lys	1	170	-9	3
981	196	154	51	0	chr6	51906518	51906557	-28735693	+	MIR	SINE	MIR	71	111	-97	3
981	812	199	39	10	chr6	51906598	51906801	-28735449	-	L1MD3	LINE	L1	-1	7994	7786	3
981	1383	187	38	31	chr6	51906800	51907047	-28735203	-	L1MC4a	LINE	L1	-432	7376	7127	3
981	231	42	0	77	chr6	51907047	51907099	-28735151	+	(TTA)n	Simple_repeat	Simple_repeat	1	48	0	3
981	1383	187	38	31	chr6	51907099	51907143	-28735107	-	L1MC4a	LINE	L1	-682	7126	7083	3
981	498	201	7	101	chr6	51907162	51907253	-28734997	-	L1MC4a	LINE	L1	-674	7134	7051	3
981	1327	101	0	22	chr6	51907253	51907436	-28734814	-	SINEC_a2	SINE	Lys	0	179	1	3
981	498	201	7	101	chr6	51907436	51907493	-28734757	-	L1MC4a	LINE	L1	-758	7050	7000	3
981	1088	254	22	85	chr6	51907666	51907915	-28734335	-	MLT1B	LTR	MaLR	0	390	157	3
981	1131	115	29	0	chr6	51907915	51908089	-28734161	+	SINEC_a2	SINE	Lys	1	179	0	3
981	1088	254	22	85	chr6	51908089	51908252	-28733998	-	MLT1B	LTR	MaLR	-234	156	4	3
981	23	54	0	0	chr6	51909402	51909439	-28732811	+	GC_rich	Low_complexity	Low_complexity	1	37	0	3
981	444	204	9	61	chr6	51910440	51910555	-28731695	+	Charlie10	DNA	MER1_type	1378	1486	-1275	3
981	229	222	60	60	chr6	51910585	51910652	-28731598	-	Charlie10	DNA	MER1_type	-2685	76	10	3
981	407	327	33	0	chr6	51910822	51910975	-28731275	+	MIRb	SINE	MIR	17	174	-94	3
981	931	190	16	52	chr6	51911031	51911225	-28731025	-	CarLTR9	LTR	ERV1	0	563	377	3
981	524	282	0	33	chr6	51911392	51911575	-28730675	-	MER52-int	LTR	ERV1	-2545	4546	4370	3
981	29	0	0	0	chr6	51911636	51911665	-28730585	+	AT_rich	Low_complexity	Low_complexity	1	29	0	3
981	828	143	218	0	chr6	51912443	51912549	-28729701	+	SINEC_a1	SINE	Lys	1	130	-49	3
981	351	44	0	0	chr6	51912549	51912594	-28729656	+	(TC)n	Simple_repeat	Simple_repeat	2	46	0	3
981	828	143	218	0	chr6	51912594	51912634	-28729616	+	SINEC_a1	SINE	Lys	131	179	0	3
981	336	318	11	0	chr6	51912802	51912890	-28729360	-	MER81	DNA	AcHobo	-24	90	2	3
981	260	139	0	0	chr6	51912891	51912934	-28729316	-	MIRb	SINE	MIR	-171	97	55	3
981	201	211	0	66	chr6	51912929	51912990	-28729260	+	MIRm	SINE	MIR	220	276	0	3
981	219	69	0	0	chr6	51913634	51913663	-28728587	+	(GA)n	Simple_repeat	Simple_repeat	1	29	0	3
981	275	256	25	13	chr6	51914226	51914305	-28727945	-	L2	LINE	L2	-2	3417	3338	3
981	328	232	186	48	chr6	51915254	51915399	-28726851	-	MIRb	SINE	MIR	-69	199	35	3
981	417	304	60	84	chr6	51915440	51915536	-28726714	-	L2	LINE	L2	-1	3418	3325	3
981	1201	141	28	24	chr6	51915536	51915747	-28726503	+	SINEC_c2	SINE	Lys	1	212	0	3
981	417	304	60	84	chr6	51915747	51916030	-28726220	-	L2	LINE	L2	-95	3324	3048	3
981	190	316	42	48	chr6	51916042	51916208	-28726042	-	L2	LINE	L2	-449	2865	2701	3
981	5145	114	16	33	chr6	51916228	51916662	-28725588	+	L1_Carn2	LINE	L1	4752	5179	-1266	3
981	1422	48	0	69	chr6	51916662	51916865	-28725385	+	SINEC_Cf	SINE	Lys	1	189	0	3
981	5145	114	16	33	chr6	51916865	51917311	-28724939	+	L1_Carn2	LINE	L1	5180	5617	-828	3
981	1109	245	22	7	chr6	51917317	51917593	-28724657	+	CarLTR8b	LTR	ERV1	94	373	-24	3
981	386	125	0	0	chr6	51917599	51917655	-28724595	+	L1_Canid	LINE	L1	5958	6013	-438	3
981	769	177	0	102	chr6	51917658	51917700	-28724550	+	SINEC_c1	SINE	Lys	1	38	-171	3
981	1167	110	35	0	chr6	51917700	51917873	-28724377	-	SINEC_a1	SINE	Lys	0	179	1	3
981	769	177	0	102	chr6	51917873	51917987	-28724263	+	SINEC_c1	SINE	Lys	39	141	-68	3
981	37	33	0	16	chr6	51918047	51918074	-28724176	+	AT_rich	Low_complexity	Low_complexity	1	28	0	3
981	2127	147	76	7	chr6	51918074	51918484	-28723766	+	L1_Canid	LINE	L1	6012	6449	-2	3
981	37	33	0	16	chr6	51918484	51918518	-28723732	+	AT_rich	Low_complexity	Low_complexity	1	33	0	3
981	186	43	0	0	chr6	51918751	51918774	-28723476	+	(A)n	Simple_repeat	Simple_repeat	1	23	0	3
981	1248	92	23	17	chr6	51918905	51919081	-28723169	+	SINEC_a1	SINE	Lys	1	177	-2	3
981	295	284	24	57	chr6	51919298	51919421	-28722829	+	MER34B-int	LTR	ERV1	626	744	-5443	3
981	22	0	0	0	chr6	51919738	51919760	-28722490	+	AT_rich	Low_complexity	Low_complexity	1	22	0	3
981	471	275	108	21	chr6	51919846	51920032	-28722218	+	MER34B-int	LTR	ERV1	2197	2398	-5809	3
981	797	150	0	7	chr6	51920303	51920451	-28721799	+	(GAAA)n	Simple_repeat	Simple_repeat	3	149	0	3
981	514	236	95	104	chr6	51920453	51920770	-28721480	+	MER34B-int	LTR	ERV1	1195	1508	-3848	3
981	630	304	118	25	chr6	51920905	51921209	-28721041	-	LTR16A	LTR	ERVL	-67	390	43	3
981	253	261	0	0	chr6	51921246	51921311	-28720939	-	L2	LINE	L2	-1078	2236	2172	3
981	418	316	127	32	chr6	51921650	51921997	-28720253	-	L2	LINE	L2	-1238	2076	1697	3
981	196	254	209	23	chr6	51922099	51922228	-28720022	-	L2	LINE	L2	-1764	1550	1398	3
981	21	45	0	22	chr6	51923058	51923076	-28719174	+	AT_rich	Low_complexity	Low_complexity	1	19	0	3
981	1145	103	35	75	chr6	51923076	51923275	-28718975	-	SINEC_b2	SINE	Lys	-3	191	1	3
981	21	45	0	22	chr6	51923275	51923302	-28718948	+	AT_rich	Low_complexity	Low_complexity	1	26	0	3
981	1270	19	26	0	chr6	51923309	51923465	-28718785	+	SINEC_Cf	SINE	Lys	1	160	-29	3
981	231	61	0	0	chr6	51923465	51923498	-28718752	+	(TAAA)n	Simple_repeat	Simple_repeat	4	36	0	3
981	31	0	0	0	chr6	51924243	51924274	-28717976	+	AT_rich	Low_complexity	Low_complexity	1	31	0	3
